Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
John Haack,M,SBD,Raw,25,24-34,24-39,Open,82.4,82.5,,,,,302.5,,,,,225,,,,,347.5,875,1,593.13,586.59,564.45,121.57,,USA,WI,USPA,IPL,2018-12-15,USA,FL,Miami,Florida SLG Series Presents Hybrid Performance Method
John Haack,M,D,Raw,25,24-34,24-39,Open,82.4,82.5,,,,,,,,,,,,,,,350,350,1,237.25,234.64,225.78,,,USA,,USA-UA,,2018-12-15,USA,FL,Miami,Hybrid Deadlift Invitational
John Haack,M,SBD,Raw,25,24-34,24-39,Open,82.2,82.5,,,,,267.5,,,,,222.5,,,,,335,825,1,560.01,553.88,533.03,114.76,,USA,WI,USPA,IPL,2018-08-25,USA,TX,,The Tribute
John Haack,M,SBD,Raw,25,24-34,24-39,Open,82.3,82.5,,,,,,,,,,,,,,,,,DQ,,,,,,USA,WI,USPA,IPL,2018-05-12,USA,CA,San Diego,Kern US Open
John Haack,M,SBD,Raw,24,24-34,24-39,Pro MR-O,82.2,82.5,275,,,,275,182.5,,,,182.5,300,317.5,330,,330,787.5,1,534.55,528.71,508.80,109.55,,USA,,WRPF,WRPF,2017-08-25,USA,CA,Mountain View,Boss of Bosses 4
John Haack,M,SBD,Wraps,24,24-34,24-39,LW,82.3,82.5,,,,,327.5,,,,,202.5,,,,,325,855,2,579.97,573.60,551.98,118.86,,USA,WI,USPA,IPL,2017-04-15,USA,CA,Del Mar,CETC US Open Powerlifting Championships
John Haack,M,SBD,Raw,23,20-23,19-23,MR-O,82.9,83,277.5,-290,300,,300,185,195,-202.5,,195,300,315,-325,,315,810,1,547.19,541.06,520.49,112.19,Yes,USA,WI,USAPL,IPF,2016-10-13,USA,GA,Atlanta,Raw Nationals
John Haack,M,SBD,Raw,23,20-23,19-23,MR-Jr,82.9,83,277.5,-290,300,,300,185,195,-202.5,,195,300,315,-325,,315,810,1,547.19,541.06,520.49,112.19,Yes,USA,WI,USAPL,IPF,2016-10-13,USA,GA,Atlanta,Raw Nationals
John Haack,M,SBD,Raw,23,20-23,19-23,Open,82.8,83,270,285,298,,298,185,195,200,,200,292.5,310,315,,315,813,1,549.59,543.46,522.82,112.68,Yes,USA,,IPF,IPF,2016-06-19,USA,TX,Killeen,World Classic Powerlifting Championships
John Haack,M,SBD,Raw,22,20-23,19-23,MR-Jr,82.4,83,247.5,262.5,272.5,,272.5,182.5,190,195,,195,287.5,307.5,320,,320,787.5,1,533.81,527.94,508.01,109.41,Yes,USA,WI,USAPL,IPF,2015-10-15,USA,PA,Scranton,Raw Nationals
John Haack,M,SBD,Raw,22,20-23,19-23,MR-O,82.4,83,247.5,262.5,272.5,,272.5,182.5,190,195,,195,287.5,307.5,320,,320,787.5,1,533.81,527.94,508.01,109.41,Yes,USA,WI,USAPL,IPF,2015-10-15,USA,PA,Scranton,Raw Nationals
John Haack,M,SBD,Raw,22,20-23,19-23,MR-O,81.7,83,250,265,-272.5,,265,-175,175,-192.5,,175,295,307.5,-312.5,,307.5,747.5,1,509.17,503.71,484.88,104.30,Yes,USA,,USAPL,IPF,2015-06-13,USA,WI,,Badger Open
John Haack,M,SBD,Raw,22,20-23,19-23,M-MW,81.19,82.5,255,275,-280,,275,-180,182.5,-195,,182.5,300,317.5,-320,,317.5,775,1,529.81,524.25,504.79,108.49,,USA,,RUPC,,2015-02-07,USA,FL,Deland,Raw Unity VIII
John Haack,M,SBD,Raw,21,20-23,19-23,MJR-AD,82.4,82.5,250,267.5,277.5,,277.5,167.5,185,190,,190,285,307.5,-320,,307.5,775,1,525.34,519.56,499.94,107.67,Yes,USA,,UPA,,2014-07-19,USA,IA,Dubuque,Iron Battle on the Mississippi
John Haack,M,SBD,Raw,21,20-23,19-23,M-LW,82.5,82.5,232.5,257.5,267.5,,267.5,-160,167.5,-175,,167.5,272.5,300,-320,,300,735,2,497.88,492.38,473.77,102.05,,USA,,RUPC,,2014-02-07,USA,FL,Port St. Lucie,Raw Unity VII
John Haack,M,SBD,Raw,20,20-23,19-23,MR-O,81,82.5,-220,230,245,,245,135,147.5,-155,,147.5,252.5,267.5,280,,280,672.5,1,460.36,455.57,438.71,94.25,Yes,USA,,USAPL,IPF,2013-06-15,USA,WI,Madison,Badger Open
